Órgão;Número do Processo;Modalidade;Objeto;Valor Total/Global;Local de Execução/Entrega;Data Diário Oficial;Protocolo;Início da vigência do contrato;Fim da Vigência do Contrato;Situação
FMS       ;PE 132/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 491.597,04;Rua João Bettega, 3350 - CIC - Almoxarifado SMS;26/09/2019;01-105152/2019;25/09/2019;12/11/2020;Parcialmente Empenhado
SME       ;PE 314/2019;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE URBANO DE PASSAGEIROS, NA FORMA DE FRETAMENTO, DESTINADO AOS ESTUDANTES/CRIANÇAS REGULARMENTE MATRICULADAS NA REDE MUNICIPAL DE ENSINO, EM VIRTUDE DE EVENTOS CONTÍNUOS - ATIVIDADES EDUCACIONAIS PROGRAMADAS, PELO PERÍODO DE 24 MESES PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO.;R$ 4.943.037,00;CONFORME EDITAL;03/10/2019;01-109030/2019;20/11/2019;23/11/2023;Confirmado Vencedor
FMS       ;IN 26/2019;Inexigibilidade de Licitação;CONTRATO DE PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO CORRETIVA DE EQUIPAMENTOS MÉDICO-HOSPITALARES MARCA VALLITECH DA SECRETARIA MUNICIPAL DA SAÚDE.;R$ 70.000,00;RUA FRANCISCO TORRES, 830 - SMS;03/10/2019;01-100571/2019;07/10/2019;06/10/2021;Confirmado Vencedor
SMAP      ;PE 335/2019;PREGÃO ELETRÔNICO;Contratação de Empresa para aquisição de EPI - Equipamento de Proteção Individual com validade para 12 meses, através de Sistema de Registro de Preços  (SRP).    ;R$ 495.506,65;Conforme edital;17/10/2019;01-066426/2019;15/10/2019;16/03/2021;Parcialmente Empenhado
FMS       ;PE 154/2019;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE EQUIPAMENTOS PARA FORNECIMENTO, PRODUÇÃO E ARMAZENAMENTO DE ÁGUA REAGENTE TIPO I (PADRÃO CLSI), COM ASSISTÊNCIA TÉCNICA, MANUTENÇÃO PREVENTIVA E CORRETIVA E FORNECIMENTO DE INSUMOS OU CONSUMÍVEIS, PARA O LABORATÓRIO MUNICIPAL DE CURITIBA DA SECRETARIA MUNICIPAL DA SAÚDE, PELO PERÍODO DE 12 (DOZE) MESES.   ;R$ 127.600,00;Rua Primo Lourenço Tosin, 1021 - Novo Mundo - Laboratório Municipal;21/10/2019;01-100767/2019;14/11/2019;13/11/2023;Confirmado Vencedor
FMS       ;PE 157/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE INSUMOS PARA LABORATÓRIO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI e ITENS PARA AMPLA PARTICIPAÇÃO;R$ 261.758,50;Conforme Item 19.19. do Edital de Embasamento;23/10/2019;01-092052/2019;22/10/2019;03/02/2021;Parcialmente Empenhado
FMS       ;PE 159/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO PARA LABORATÓRIO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM LOTES EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI e LOTE PARA AMPLA PARTICIPAÇÃO.;R$ 431.339,25;RUA PRIMO LOURENÇO TOSIN, 1021 NOVO MUNDO - CURITIBA-PR;28/10/2019;01-113411/2019;25/10/2019;22/01/2021;Parcialmente Empenhado
SME       ;PE 367/2019;PREGÃO ELETRÔNICO;Contratação de empresa para tpretação de serviços de traansporte urbano de passageiros, na forma de fretamento/dia, destinado aos estudantes/crianças.;R$ 33.510.990,24;CONFORME EDITAL;30/10/2019;01-068488/2019;18/02/2021;01/03/2025;Confirmado Vencedor
SME       ;IN 117/2019;Inexigibilidade de Licitação;Chamamemnto para credenciamento de instiruições de ensino privadas ou comunitarias.;R$ 110.080.000,00;Conforme processo original;29/10/2019;04-054316/2019;06/12/2019;31/12/2023;Confirmado Vencedor
FMS       ;PE 161/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 16.747.330,80;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL CURITIBA - PR;13/11/2019;01-122227/2019;30/10/2019;28/01/2021;Parcialmente Empenhado
FMS       ;PE 162/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS PARA SECRETARIA MUNICIPAL DA SAÚDE, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES;R$ 280.884,10;Rua João Bettega, 3350 - CIC - Almoxarifado da SMS;04/11/2019;01-124585/2019;04/11/2019;18/12/2020;Parcialmente Empenhado
FMS       ;IN 30/2019;Inexigibilidade de Licitação;CONTRATO DE PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS REFRIGERADORES INDUSTRIAIS E FREEZERS DE ULTRA BAIXA TEMPERATURA, INSTALADOS NO LABORATÓRIO MUNICIPAL DA SECRETARIA MUNICIPAL DA SAÚDE, COM FORNECIMENTO DE PEÇAS E MÃO-DE-OBRA ESPECIALIZADA.;R$ 72.900,00;RUA PRIMO LOURENÇO TOZIM, 1.021 LABORATÓRIO MUNICIPAL;08/11/2019;01-120986/2019;12/11/2019;11/11/2023;Confirmado Vencedor
SME       ;IN 122/2019;Inexigibilidade de Licitação;Aquisição de gêneros alimenticios, oriundos da Agricultura Familiar destinados ao Programa Nacional de Alimentação Escolar (PNAE), para atendimento aos Centros Municipais de Educação Infantil  e Escolas do Municipio de Curitiba previamente cadastrados junto ao FNDE.;R$ 12.806.360,00;Conforme processo original;08/11/2019;01-105959/2019;05/03/2020;05/03/2022;Confirmado Vencedor
FMS       ;PE 171/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 138.159,40;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL CURITIBA - PR;11/11/2019;01-127420/2019;11/11/2019;20/12/2020;Parcialmente Empenhado
FMAS      ;PE 32/2019;PREGÃO ELETRÔNICO;Prestação de Serviços de Locação de Tendas, Gerador de Energia, Cabine Sanitária, Mesas e Cadeiras de Plástico, para utilização em eventos da Fundação de Ação Social, através do sistema de Registro de Preços.;R$ 174.525,74;Conforme empenho;22/11/2019;01-107456/2019;22/11/2019;21/01/2021;Parcialmente Empenhado
FMS       ;PE 180/2019;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA DE MÓVEIS MÉDICO-HOSPITALARES, COM FORNECIMENTO DE MÃO DE OBRA ESPECIALIZADA, PEÇAS E ACESSÓRIOS, PARA A SECRETARIA MUNICIPAL DA SAÚDE, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 68.750,00;CONFORME ITEM 10 DO EDITAL DE EMBASAMENTO.;22/11/2019;01-111583/2019;12/12/2019;11/12/2023;Confirmado Vencedor
FMS       ;PE 182/2019;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE EQUIPAMENTOS DE LABORATÓRIO, TOTALMENTE AUTOMATIZADO COM FORNECIMENTO DE INSUMOS PARA A REALIZAÇÃO DE TESTES DE GASOMETRIA, COMPREENDENDO A ASSISTÊNCIA TÉCNICA-CIENTÍFICA E MANUTENÇÃO PREVENTIVA E CORRETIVA, PARA O LABORATÓRIO MUNICIPAL DE CURITIBA DA SECRETARIA MUNICIPAL DA SAÚDE, PELO PERÍODO DE 12 (DOZE) MESES;R$ 309.720,00;Conforme descrito  no Edital de Embasamento;02/12/2019;01-123705/2019;09/01/2020;08/01/2022;Confirmado Vencedor
FMS       ;PE 184/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL MÉDICO-HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 475.774,60;R. João Bettega, 3350 - CIC - Almoxarifado SMS;26/11/2019;01-120883/2019;25/11/2019;04/03/2021;Parcialmente Empenhado
FMS       ;IN 33/2019;Inexigibilidade de Licitação;CONTRATO DE PRESTAÇÃO DE SERVIÇOS A NÍVEL AMBULATORIAL  E HOSPITALAR AO SISTEMA ÚNICO DE SAÚDE-SUS, DEFININDO SUA INSERÇÃO NS REDE REGIONALIZADA E HIERARQUIZADA DE AÇÕES E SERVIÇOS DE SAÚDE, DE MODO A CARACTERIZÁ-LO COMO POLO DE ATENDIMENTO EM PEDIATRIA AOS USUÁRIOS DO SUS, PARTICULARMENTE NAS ÁREAS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR. PARA A SECRETARIA MUNICIPAL DA SAÚDE. ;R$ 69.828.243,24;RUA FRANCISCO TORRES, 830 - SMS;05/12/2019;01-112801/2019;06/12/2019;05/12/2023;Confirmado Vencedor
FMS       ;PE 186/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERIODO DE 12 (DOZE) MESES.;R$ 98.792,50;Rua João Bettega, 3350 - CIC - Almoxarifado SMS.;29/11/2019;01-126889/2019;29/11/2019;30/01/2021;Parcialmente Empenhado
SME       ;AD 29/2019;Aditivo de Processo;A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI CASTELINHO DO SABER.;R$ 2.322.000,00;Conforme processo original nº  040543162019;04/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
FMAS      ;PE 38/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA "AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PERECÍVEIS - HORTIFRUTI, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS".;R$ 489.380,65;Conforme nota de empenho.;05/12/2019;01-099480/2019;05/12/2019;14/01/2021;Empenhado
FMAS      ;PE 40/2019;PREGÃO ELETRÔNICO;AQUISIÇÃO DE GENÊROS ALIMENTÍCIOS PERECÍVEIS, PARA SUPRIR AS DEMANDAS DAS UNIDADES DE ACOLHIMENTO INSTITUCIONAIS DA FUNDAÇÃO DE AÇÃO SOCIAL, ATRAVÉS DO SISTEMA REGISTRO DE PREÇOS..;R$ 452.228,00;CONFORME EMPENHO;06/12/2019;01-133799/2019;06/12/2019;24/04/2021;Parcialmente Empenhado
SME       ;AD 31/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI Alegria de Ser Boqueirão.;R$ 1.599.600,00; Conforme processo original nº 04-054316/2019;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 32/2019;Aditivo de Processo;A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI CANTINHO DO PARQUE.;R$ 2.734.800,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 33/2019;Aditivo de Processo;A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI CANTINHO DA CRIANÇA.;R$ 1.788.800,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 34/2019;Aditivo de Processo;A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento).CEI DESAFIOS DO SABER.;R$ 1.634.000,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 35/2019;Aditivo de Processo;A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI NENA CAMARGO.;R$ 1.032.000,00;Conforme processo original;16/12/2019;04-054316/2019;16/12/2019;31/12/2023;Confirmado Vencedor
SME       ;AD 36/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI AMAR NOVOS CAMINHOS.;R$ 1.599.600,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 37/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento).CEI TREM DO FUTURO.;R$ 911.600,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 38/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI FREI TITO DE ALENCAR.;R$ 1.685.600,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 39/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI APRENDENDO COM AMOR.;R$ 1.513.600,00;Conforme processo original;16/12/2019;04-054316/2019;16/12/2019;31/12/2023;Confirmado Vencedor
SME       ;AD 40/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento).ESCOLA MATERNAL ANNETTE MACEDO.;R$ 2.132.800,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 41/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI FELIZ SENHORA DA LUZ.;R$ 1.358.800,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 42/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI SENHORA DA LUZ.;R$ 1.720.000,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 43/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI SANTA MARIA DE DEUS.;R$ 1.376.000,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 44/2019;Aditivo de Processo; A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI MÃO COOPERADORA UBERABA.;R$ 1.066.400,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 45/2019;Aditivo de Processo;A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI MÃO COOPERADORA LINDÓIA.;R$ 1.720.000,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
SME       ;AD 46/2019;Aditivo de Processo;A/L para Aditivo de credenciamento de instituições de ensino privadas ou comunitárias. (Será vinculada a IN 117/2019 credenciamento). CEI  SANTA LUISA.;R$ 1.788.800,00;Conforme processo original;16/12/2019;04-054316/2019;02/01/2020;31/12/2023;Confirmado Vencedor
FMS       ;PE 193/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO  DE MATERIAL DE CONSUMO MÉDICO-HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 1.546.970,00;Rua João Bettega, 3350 - CIC - Almoxarifado SMS;18/12/2019;01-132901/2019;17/12/2019;03/04/2021;Parcialmente Empenhado
FMS       ;PE 194/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL MÉDICO-HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 1.257.204,00;R. João Bettega, 3350 - CIC - Almoxarifado SMS;19/12/2019;01-119709/2019;17/12/2019;11/03/2021;Parcialmente Empenhado
FMS       ;PE 195/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERAL DE CONSUMO MÉDICO HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 2.896.136,60;Rua João Bettega, 3350 - CIC - Almoxarifado da SMS;19/12/2019;01-128186/2019;18/12/2019;17/04/2021;Parcialmente Empenhado
FMS       ;PE 198/2019;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE EQUIPAMENTO(S) AUTOMATIZADO(S) PARA A FASE ANALÍTICA DA REALIZAÇÃO DE TESTES DE VHS (VELOCIDADE DE HEMOSSEDIMENTAÇÃO), COMPREENDENDO A ASSISTÊNCIA TÉCNICA-CIENTÍFICA E MANUTENÇÃO PREVENTIVA E CORRETIVA COM FORNECIMENTO DE INSUMOS, PARA O LABORATÓRIO MUNICIPAL DE CURITIBA DA SECRETARIA MUNICIPAL DA SAÚDE, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 69.900,00;Laboratório Municipal - Rua Primo Lourenço Tosin nº 1021-Novo Mundo;18/12/2019;01-130076/2019;17/02/2020;16/02/2024;Confirmado Vencedor
FMAS      ;PE 44/2019;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇOS DE FORNECIMENTO DE ALIMENTAÇÃO PRONTA, ACONDICIONADA EM EMBALAGEM TIPO MARMITEX.;R$ 3.707.755,00;Conforme contrato;20/12/2019;01-130874/2019;10/02/2020;09/02/2022;Confirmado Vencedor
FMS       ;PE 199/2019;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM EMISSÃO DE CERTIFICAÇÃO RASTREÁVEL EM EQUIPAMENTOS DIVERSOS DA SECRETARIA MUNICIPAL DA SAÚDE, COM FORNECIMENTO DE PEÇAS E MÃO DE OBRA ESPECIALIZADA, PELO PERÍODO DE 12 (DOZE) MESES;R$ 192.704,00;conforme estabelecido no Edital de Embasamento;20/12/2019;01-132786/2019;12/03/2020;11/03/2024;Confirmado Vencedor
FMS       ;PE 200/2019;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL ODONTOLÓGICO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES PARA A SECRETARIA MUNICIPAL DA SAÚDE;R$ 275.649,94;R. João Bettega, 3350 - CIC - Almoxarifado SMS;20/12/2019;01-133648/2019;19/12/2019;12/03/2021;Parcialmente Empenhado
SME       ;PE 1/2020;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, ASSEIO, CONSERVAÇÃO E SERVIÇOS DE HIGIENIZAÇÃO DE ROUPAS DE CAMA, MESA, BANHO, VESTUÁRIO DE USO INFANTIL COM FORNECIMENTO DE POSTOS E EQUIPAMENTOS PARA OS CENTROS MUNICIPAIS DE EDUCAÇÃO INFANTIL DA SECRETARIA MUNICIPAL DA EDUCAÇÃO, PELO PERÍODO DE 30 MESES;R$ 25.979.826,30;conforme edital e Termo de Referência;19/08/2020;01-112413/2018;07/04/2021;06/10/2023;Confirmado Vencedor
SME       ;DT 3/2020;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO COM FORNECIMENTO DE EQUIP. E MAÕ DE OBRA ESPECIALIZADA. 11 MESES;R$ 5.810.096,93;MATRIZ E CIC;30/01/2020;01-007029/2020;31/01/2020;01/01/2024;Confirmado Vencedor
SME       ;DT 4/2020;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO COM FORNECIMENTO DE EQUIP. E MAÕ DE OBRA ESPECIALIZADA. 11 MESES;R$ 6.108.427,82;Conforme processo original nº 01 - 007031/2020;30/01/2020;01-007031/2020;31/01/2020;01/01/2024;Confirmado Vencedor
FMS       ;IN 4/2020;Inexigibilidade de Licitação;CONTRATO DE GESTÃO QUE TEM COMO OBJETO A OPERACIONALIZAÇÃO DA GESTÃO E EXECUÇÃO PELA FUNDAÇÃO ESTATAL DE ATENÇÃO À SAÚDE- FEAS, DAS ATIVIDADES E SERVIÇOS DE SAÚDE, EM CONFORMIDADE COM OS ANEXOS TÉCNICOS QUE INTEGRAM O CONTRATO.;R$ 84.683.924,04;RUA FRANCISCO TORRES, 830 - SMS;07/02/2020;01-134701/2019;07/02/2020;22/02/2024;Confirmado Vencedor
FMS       ;PE 9/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE IMPRESSOS ESPECÍFICOS DA SECRETARIA MUNICIPAL DA SAÚDE, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 89.955,47;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL CURITIBA - PR;17/02/2020;01-005431/2020;14/02/2020;14/04/2021;Parcialmente Empenhado
FMAS      ;PE 1/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE GENÊROS ALIMENTÍCIOS - CARNES, PARA SUPRIR AS DEMANDAS DAS UNIDADES DE ACOLHIMENTO INSTITUCIONAIS DA FUNDAÇÃO DE AÇÃO SOCIAL, ATRAVÉS DO SISTEMA REGISTRO DE PREÇOS.;R$ 1.042.321,70;CONFORME EMPENHO;20/02/2020;01-011261/2020;18/02/2020;07/05/2021;Parcialmente Empenhado
FMS       ;PE 10/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 1.640.866,25;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL - CURITIBA - PR;20/02/2020;01-007122/2020;18/02/2020;22/04/2021;Parcialmente Empenhado
FMS       ;PE 13/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO MÉDICO-HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRERSAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 254.442,80;Rua Francisco Torres, 830 Andar C Sala 05 Centro - Curitiba-PR;02/03/2020;01-016738/2020;02/03/2020;15/04/2021;Parcialmente Empenhado
FMS       ;PE 16/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE INSUMOS PARA LABORATÓRIO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI e ITENS PARA AMPLA PARTICIPAÇÃO.;R$ 41.578,00;RUA PRIMO LOURENÇO TOSIN, 1021 NOVO MUNDO CURITIBA-PR;11/03/2020;01-006486/2020;10/03/2020;18/05/2021;Parcialmente Empenhado
FMS       ;PE 18/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 225.944,18;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL CURITIBA - PR;13/03/2020;01-020315/2020;12/03/2020;22/04/2021;Parcialmente Empenhado
FMS       ;PE 21/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO PARA LABORATÓRIO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 947.500,00;RUA PRIMO LOURENÇO TOSIN, 1021 NOVO MUNDO CURITIBA - PR;17/03/2020;01-007251/2020;16/03/2020;04/05/2021;Empenhado
SMDT      ;DT 7/2020;Dispensa de Licitação - TCE;Álcool Gel, Máscara e Luva Cirúrgica;R$ 30.595,00;Rua Presidente Faria, 451;17/03/2020;01-032275/2020;17/03/2020;27/03/2020;Empenhado
